Name, Landmark, City, Town, Bed, Bath, Size, Currency, Rent, Owner,Listing_Date, Type, Description
3 bedroom furnished house Spintex Road,Regimanuel Estate,Spintex,Accra,3,3,100x70 sqft,Ghana cedis,10800,Avenue Properties ,25 May  8:30 pm,House,An executive three bedroom fully furnished house with one room outhouse to let at Regimanuel Estates on the Spintex Road  Accra. There is A/C  internet  DSTV and wardrobe in each room. The kitchen is furnished with washing machine  cooker  fridge  microwave  etc. The house has a shared standby generator and a large car parking area. It has uninterrupted water flow with 24/7 security. It also has management / service team who are always at post to attend to the needs of tenants. The house is renting for US$ 2 700 fully furnished per month.
4 bedroom townhouse at North Ridge,Behind Ridge Hospital,North Ridge,Accra,4,4,450 sqm,Ghana cedis,16800,Avenue Properties ,25 May  8:27 pm,House,An executive fully furnished four bedroom townhouse for rent at North Ridge near the Ridge Hospital. Each room has an A/C  internet  DSTV  wardrobe and fan. The kitchen has a washing machine  cooker  fridge  microwave and other kitchen utensils. The house has a standby generator and a garage. It has uninterrupted water flow with 24/7 security. It also has management / service team who are always at post to attend to the needs of tenants. The house is renting for US$ 4 200 per month.
executive 5 bedrooms  ajiringanor,america house,East Legon,Accra,5,6,79 sqft,Ghana cedis,10000,Success 4 Real Estate , 9 Jul 10:02 pm,House,HOUSE FOR rent. Executive 5 bedroom at Ajinganor Details of the property: • Location : east legon  • Bedrooms: 5 • Full baths: 6 • Condition: very good • Exterior: 0.31 acre • Property type: single family home Inside/Indoors/Interior Features & Amenity • Prime location • Newly built  • Quality electrical fittings • Sliding glazed windows • Sliding glazed doors • porcelain floor tiles • Pop ceiling • Alarm system • CCTV Camera • Spacious master suites • Security system • Storage closet • Guest shower & WC •  Air-conditioners in all the rooms • Water heater available  • Laundry room • All rooms are ensuite •  •Two Halls •Barbecue Area   • Private locker PRICE : $2000 negotiable .
3 bedroom house for rent in Sprintex,,Spintex,Accra,3,4,100 sqft,Ghana cedis,2000,Amazing Properties ,25 May  4:36 pm,House,Executive 3 bedrooms house for rent in Spintex hydrofon estate with 2 boys quarters washrooms toilet kitchen garage and price is 2000ghc Agency commission is 10 percent and viewing fee is 50ghc
2 bedroom house in Sprintex Lashibi,2 bedroom house in Sprintex Lashibi,Spintex,Accra,2,3,100 sqm,Ghana cedis,1200,Amazing Properties , 2 Jun  5:05 am,House,Executive 2 apartment bedrooms house for rent in Spintex Lashibi has washrooms wardrobes kitchen and price is 1200ghc going for 1/2 years  Agency commission is 10 percent to any amount paid and viewing fee is 50 ghc.
4bedroom selfcompound for rent spintex,,Spintex,Accra,4,3,556 sqft,Ghana cedis,1300,Big Ghana Properties Consult ,30 Jun  6:05 pm,House,Executive 4bedrm selfcompound 4rent in spintex wit 3washrm pls for more options call BIG GHANA PROPERTIES CONSULT ON
4bedrm selfcompound 4rent spintex,spintex,Spintex,Accra,4,3,137 sqft,Ghana cedis,1300,Big Ghana Properties Consult ,29 Jun  1:23 pm,House,Executive 4bedrm selfcompound wit 3washrm for rent in spintex pls for more options call BiG GHANA PROPERTIES CONSULT
2 BEDROOM HOUSE IN KASOA,5mnts drive from main kasoa police station and about 10 minutes walk from house to main street,Mallam,Accra,2,1,10/10 sqm,Ghana cedis,300,cyril D. ,25 May  1:31 pm,House,A very nice 2bed room self-contained with fully floor and wall tiled in kitchen  toilet  bath  hall a d inner rooms.. fulky walled with an external gate..availability of running tap water  separated metre and man.-hole.. very spacious and attractive place of location..close to town..5minutes drive from main road and about 15 minutes max via foot from town..please call/whtspp  for any further enquiry or whatsoever..loc: KASOA
1yr 3bedrooms house Oyibi,Oyibi road after the tollbooth,Oyibi,Greater Accra,3,2,111 sqm,Ghana cedis,850,Friend Of Yours Properties , 7 Jul 12:36 pm,House,This is a 3bedrooms house going for a year  it comes with a spacious sitting room  dining area  a big master bedroom with wardrobe fixed  two other rooms with wardrobe fixed and they share one washroom  there is a big kitchen with cabinet fixed. There is tiles everywhere  there is pipe water  walled and gated  very secured and serene community. If interested please call agent for more details.
house for rent  -North Kaneshie,North Kaneshie Tessano area,North Kaneshie,Accra,5,6,100 sqft,Ghana cedis,7200,City Motors Limited VERIFIED,10 Jul  8:50 pm,House,. 5 master bedroom house with air conditioner in each room . Visitors wash room. . 2 living room and dinning area with air conditioner. . Kitchen and store room . Porch . Internet and cable tv connected . With a compound larges enough for 8 cars . 2 separate chamber and hall self contained. . Water reservoir and 3 face meter provided
3 bedroom House in Kwabenya,17 first avenue [near Regimanuel Gray Estates],Kwabenya,Accra,3,3,1560 sqm,Ghana cedis,2600,B Annan ,30 May 12:01 pm,House,House no 17  1st avenue  Kwabenya Executive 3-bedroom storey building house for long-term or short-term (1 year) renting at Kwabenya Approximately 2 minutes walking distance from the main Dome-Kwabenya road In detail the property comprises of: -Two large fully air-conditioned bedrooms on the first floor each with en suite facilities -One large bedroom downstairs with ensuite bathroom -Fully fitted wardrobes in all bedrooms -Additional visitors toilet (downstairs) -The property boasts a large living room and dining area with a double height vault ceiling -Spacious kitchen fully fitted with a range of eye and ground level wall units and large a kitchen island  providing ample storage. There is an annexed large store room as well as a separate recess with room for a family sized fridge -A large study/library -A garage -A lobby -All interior floors are tiled to a high standard with high quality porcelain and ceramic tiles  -Upstairs there is a fully sheltered porch with great scenic views -The compound has pavement tiles providing ample parking for extra cars -2 water tanks -Provision for a water pump -Provision for a generator -This property is built on two large plots of land  the main house occupies the first plot  the second plot makes for a lovely garden -House is fenced with anti-burglary (concertina) wire above the wall for added security Additional: -A one bed room boys quarters and bath/toilet Rent: $600/month
5 bedroom House at spintex road for rent,Close to Ghana Pharmaceutical society spintex road. Behind Komens hotel.,Tema Metropolitan,Greater Accra,5,3,100x90 sqft,Ghana cedis,3400,Aninagyei VERIFIED,25 May  9:38 am,House,A very neat and well designed house placed in a serene environment for any family
executive 5 house@ east legon,american house,East Legon,Accra,5,5,79 sqft,Ghana cedis,4800,Success 4 Real Estate , 7 Jul  8:01 pm,House,HOUSE FOR rent: Executive 5bedroom self compound at east legon jiayor  Description : • Spacious living area • Dinning area • Visitors washroom • Fitted kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • Floor tiled • Sliding windows with burglar proof • Security doors • Water reservior with pumping machine • Paved compound • Walled with gated • 24/7 security  •within a gated community  •Air conditioner in all the rooms  PRICE  $1200u.s.d negotiable
8 bedroom house for rent adijiringanor,,Adjiriganor,Accra,8,4,100 sqft,Ghana cedis,3500,Elvis Properties ,24 May 10:11 pm,House,The house is located at adijirganor it is 8 bedroom house it is mor far from the main road and and the price is very cool and price is very
house at dansoman,,Dansoman,Accra,2,2,100 sqm,Ghana cedis,650,Heaven's Gate Estate Limited ,24 May  4:22 pm,House,Nice 2 bedrooms for rental in dansoman....pls call me...
5bed rooms for rent  Dome,Dome /parakuo,Dome,Accra,5,3,4000 sqm,Ghana cedis,3000,King Roger ,24 May  4:22 pm,House,A nice  five bedrooms  for rent at dome  parakuo estate    it is brand new house  all is masters  and there is water   pls is one year
3bedroom estate  @ DEVTRACO C25 Dawenya,DEVTRACO GATED COMMUNITY DWAWENYA,Tema,Greater Accra,3,2,70x100 sqft,Ghana cedis,2000,joseph schandorf ,24 May  2:52 pm,House,NEWLY CONSTRUCTED 3 BEDROOM HOUSE @ DEVTRACO GATED COMMUNITY DAWENYA
Adjiringanor 7 Bedroom House,,Adjiriganor,Accra,7,7,0.00 sqm,Ghana cedis,9790,Isaac Anthony Homes  ,24 May 11:30 am,House,Isaac Anthony Homes is proud to present this Beautiful spacious 7 bedroom house  its situated at the most quiet and secure neighborhood.  Key features:  All bedrooms en-suite   Fitted kitchen   Paved grounds Gym 24 hour Security   NTHC.  Price - $2 200  #isaacanthonyhomes
Three bedroom self-contain in Spintex,Behind Kpogas furniture. Coastal Estate,Spintex,Accra,3,2,100x100 sqm,Ghana cedis,1000,Jeff VERIFIED,24 May 11:08 am,House,Neat interior and exterior  located at coastal estate  2min drive from main road  big compound  complete kitchen  huge hall  tarred road to the house. Bedrooms with cupboard fitted  store room attached to kitchen. Good for family. Please call for more details.
East Legon 5 Bedroom House,,East Legon,Accra,5,5,1 sqm,Ghana cedis,11125,Isaac Anthony Homes  ,24 May 10:52 am,House,Isaac Anthony Homes is proud to present this Executive 5 bedroom house situated at East Legon near A & C Mall   very close to the road side and in a quiet area. Key features: All bedroom en-suite Fitted kitchen Master bedroom Spacious rooms 3 bedroom boys quarters Large garden Paved compound Water tanks 4 Balconies fully tiles Price:$2 500 #Isaacanthonyhomes
house for rent at kasoa,near blue top estate,Kasoa,Accra,2,1,80*80 sqft,Ghana cedis,500,John Abeiku VERIFIED, 6 Jun  7:17 am,House,Two bedrooms self compound house for rent at blue top estate kasoa. It has been fens with gate  pipe water  flour tiles  electricity  compound tiled  water reservoir. Can pay one year advance.
modern 3bedrm selfcompound 4rent spintex,spintex,Spintex,Accra,3,2,27 sqft,Ghana cedis,1300,Big Ghana Properties Consult ,26 Jun  7:24 am,House,Executive modern 3bedrm selfcompound for rent in spintex please for more options call BiG GHANA PROPERTIES CONSULT
Exe 3 bedroom house at ARS,,East Legon,Accra,3,3,78 sqm,Ghana cedis,2500,Success 4 Real Estate ,23 May 10:13 pm,House,HOUSE FOR RENT Executive 3bedroom at ARS with 1 separate boys quarters  Description : • Spacious living area • Dinning area • Visitors washroom • Fitted kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • Floor tiled • Sliding windows with burglar proof • Security doors • Water reservior with pumping machine • Paved compound • Walled with gated •Newly built  • 24/7 security
3 bedroom furnished house  agogo,agogo asanti akyem,Asante Akim Central Municipal,Ashanti,3,3,100*100 sqft,Ghana cedis,1500,Londies Properties ,12 Jul  2:39 pm,House,Londies gh is renting this amazing property in agogo Why rent this Security guaranteed Water Self meter CLOSE TO THE ROADSIDE no landlord TO VIEW THIS PROPERTY contact londies properties gh on the upsa school road legon adjacent access bank To view this property call the number attached
7 bedroom house at dzorwulu,Dzorwulu president lane,Dzorwulu,Accra,7,5,300 sqm,Ghana cedis,25500,SOMADZA ,23 May  7:13 pm,House,7 bedroom for rent at dzorwulu on the lane to the former president of Ghana's house 5 bathrooms  2 boys quarters 3 garage Air Condition in all rooms Spacious car park place on compound for occasions Standby generator for the house Located on the lane to the presidents house 10 minutes drive to the Accra mall 10 minutes drive to the Regent Hotel 15 minutes drive to the fiesta Hotel 30 minutes drive to the Air Port Easy access to the main road A very Airy atmosphere Quiet environment Call you broker now
8 bedroom furnished house at dzorwulu,Dzorwulu the president road,Dzorwulu,Accra,8,8,400 sqm,Ghana cedis,29750,SOMADZA ,23 May 10:42 pm,House,8 bedroom well furnished house at dzorwulu area for rent  Located on the lane of the former president of Ghana 5 boys quarters including the 8 It is located in a very serene environment Air Conditions in all the 8 rooms Has well furnished kitchen Also has Central Air Condition Very spacious compound for car park and for occasions 70 meters meters drive to the trasaco office Spacious hall for dining Roof top sitting place for occasions with toilet and a place to wash yourself A beautiful lawn garden for view Shedding trees available at lawn side Easy access to the main road  10 minute drive to the shopping mall 15 minutes drive to Fiesta Hotel 10 minutes drive to Regent Hotel Call your broker now
4 Bedroom House For Rent,East Cantonments near Le Tandem,Osu,Accra,4,4,1 sqm,Ghana cedis,15000,Kwaku VERIFIED,23 May  5:28 pm,House,Large 4 bedroom house for rent next to Access Bank @ East Cantonments.  Strategically positioned in upscale East Cantonments area  the property is ideal for  either office or residential use. Property also comes with: 1. Large living area 2. Large kitchen and porch area 3. Stand-by generator 4. Constant supply of water from taps as well as sufficient polytanks to store water 5. Airconditioners in all rooms and living area Price is US$3 500.00
3 BEDROOM EXEC. HOUSE AT ASHALEY BOTWE,Near Agorwu Furniture  Ashaley Botwe.,East Legon,Accra,3,4,80/100 sqm,Ghana cedis,3200,Alive Properties ,12 Jul 11:28 pm,House,Executive 3 bedrooms House newly built for rent at Ashaley Botwe near East Legon. All the rooms are ensuite. Air condition in all rooms including living room or hall  built-in wardrobes  bath in all bedrooms. Well fitted kitchen with neat cabinets and store room  dining area. Neatly tiled floors and design P.O.P ceiling. Paved and spacious compound. It is located by the main road. Call for more information.
5 Bedrooms House Office Space  Haatso,haatso main road,Haatso,Accra,5,3,800 sqft,Ghana cedis,5500,EL Hogar Consult VERIFIED,23 May  4:33 pm,House,A 5 bedrooms house in haatso main road  is available for rent.  Spacious rooms with 2 Halls which can be used as conference room  3 wash rooms   fitted kitchen cabinets with storeroom  2 bedroom outhouse and garage  garden with security post   big parking lots in front   can be used for both commercial and residential.  Asking price per month is  $ 1300 negotiable.
4 Bedrooms House 4 Rent  Airport hills,airport hills,Airport,Accra,4,5,700 sqft,Ghana cedis,10600,EL Hogar Consult VERIFIED,23 May  4:36 pm,House,4 bedroom house at the airport hills community  All rooms en suite with wardrobes and air conditioners  Very big master bedroom with walk in closet  2 carport garage with a garden  An outhouse with security post  Seren environment with 24/7 security deposit gated community.  Asking price per month  $2500
Executive 2bed town house-Adentan,Adentan Pantang Junction,Adenta,Accra,2,1,100 sqm,Ghana cedis,700,Franko Properties ,23 May  4:03 pm,House,A newly built 2 bedroom  town house .. big compound  gated  24 /7 water supply tiled floors with compound ... four building on a compound..on the Salem estate road.. call for viewing
Executive 4bedrm selfcompoud Spintex,,Spintex,Accra,4,4,46 sqft,Ghana cedis,1300,Big Ghana Properties Consult ,26 Jun  7:01 am,House,Executive 4bedrm selfcompound wit inbuilt wardrobe for rent in spintex please for more options call big Ghana Properties consult
5 bedrooms for sale@East legon.,East Legon,East Legon,Accra,5,5,4900 sqft,Ghana cedis,15299,K. G. E. Properties ,11 Jul 11:50 am,House,Rate: $3500/per month  lot size 4900 SQ Ft  Minimum lease: 1-year   - 5 bedrooms  (each bedroom with its own bathroom and wardrobes)  - A gym/office space - Large living room  - Large and modern kitchen with appliances (oven  microwave  stove) - Laundry room (washer provided) - Doorbell with video intercom  - CCTV monitoring the entire house (TV monitor provided).  - Standby generator (17 KVA)  - Swimming pool  - Electric fence for extra security  - 24/7 Security guards  - Remote controlled entry gate to the main house - Remote controlled Car garage - Split Aircondtion in each room Call us Now!!!
5 bedrooms for sale@ East legon,East Legon,East Legon,Accra,5,5,3800 sqft,Ghana cedis,13111,K. G. E. Properties ,23 May  2:26 pm,House,Rate: $3000/per month  lot size 3800 SQ Ft  - 5 bedrooms  (each bedroom with its own bathroom and wardrobes)  - A gym/office space - Large living room  - Large and modern kitchen with appliances (oven  microwave  stove  kitchen) - Laundry room (washer provided) - Doorbell with video intercom  - CCTV monitoring the entire house (TV monitor provided).  - Standby generator (17 KVA)  - Swimming pool  - Electric fence for extra security  - 24/7 Security guards  - Remote controlled entry gate to the main house - Remote controlled Car garage - Split Air-condition in each room
House for rent,,Tema Metropolitan,Greater Accra,4,4,100/80 sqm,Ghana cedis,5000,Esi VERIFIED,23 May  1:56 pm,House,Newly built 4 bedroom house  with an additional out room situated in a gated community at Comm. 25. It has a modern fitted kitchen. All rooms are ensuite and will come with airconditions. It has 2 halls  a visitors washroom and also a tiled compound.
4 BRM HOUSE TO LET - TEMA COMM. 25,,Tema,Greater Accra,4,4,0 sqm,Ghana cedis,4000,UT Properties ,12 Jul 10:49 am,House,A newly built 4 bedroom house located in the serene environs of the plush Royal Palm Estates. This home features a spacious living and dining area  air conditioners in all rooms with modern fitted wardrobes. KEY FEATURES Large living & dining areas Fitted ac's in all rooms Fitted kitchen with marble top plus an extractor Overhead water tanks Remote control garage Communal living with constant security Paved roads with covered drains
5 BRD FURNISHED TO LET - TEMA COMM. 25,Opposite Aves International  Tema community 25,Tema,Greater Accra,5,5,0 sqm,Ghana cedis,9000,UT Properties ,12 Jul  3:22 am,House,An executive 5 bedroom house situate in Tema Community 25. This home features a spacious living and dining area  a fitted kitchen  en suit rooms  fitted air conditioners and fans. KEY FEATURES 5 en suite rooms with beautiful interior Fully furnished kitchen Spacious living & dining areas Electrical fencing Overhead water tanks Paved compound Solar panel Property close to the road
2 BED ROOM SELF CONTAIN FOR RENT,JOHN MENSAH  PAPAASE,Awutu-Senya,Central,1,1,40*60 sqft,Ghana cedis,400,Kwasi ,23 May  1:50 pm,House,Two bedroom house located at John Mensah off Kasoa Bawjiase road for rent. Very spacious hall and bedrooms
3 bedroom fully furnishd@ ajingano,,East Legon,Accra,3,3,70 sqft,Ghana cedis,6000,Success 4 Real Estate , 7 Jul  2:41 pm,House,Executive 3 bedroom fully furnished apartment  at ajinganor for rent • Spacious living  area  • Visitors washroom • Fitted kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • inbuilt wardrobe  •Water heater  • Floor tiled • Sliding windows with burglar proof • Security door  • Water reservior with pumping machine • Stand by generator  • Paved compound • 24/7 security  • Walled and gated Beds:     3 Baths:     5 Price $1500.u.s.d negotiable  Interested persons should kindly call for further informations and enquiries thanks
Airport 8 Bedroom House,,Airport,Accra,8,8,1 sqm,Ghana cedis,32000,Isaac Anthony Homes  ,23 May 11:11 am,House,Isaac Anthony Homes proudly presents this Luxurious 8 Bedroom house situated in a very quiet area in one of Accra's most prestigious neighborhood.  Key Features:  This mansion comes with a modern swimming pool    Can be used for an Office   All bedrooms en-suite   Gym   Large compound   Generator can be provided $8000 per month #isaacanthonyhomes
3 bed room house  at Botwe,,Ashaley Botwe,Accra,3,4,100 sqm,Ghana cedis,1500,Elvis Properties ,23 May 10:37 am,House,The is located at Ashley botwe it is 3 bes room house self compound and not far from the main road  and the price is a cool  for one year and they  can do something about the price too
4 bedroom house -Ashaley Botwe,little roses,Ashaley Botwe,Accra,4,3,100 sqft,Ghana cedis,1500,Elvis Properties ,23 May  9:34 am,House,The location of the house is very good not far from the main road there is water flowing 24/7it has boys quarters and nice compound the price is 1500 for two years it can be negotiated nice gardens
3  bed room house -adenta,adenta,Adentan Municipal,Greater Accra,3,3,100 sqft,Ghana cedis,1200,Elvis Properties ,23 May  8:50 am,House,The location of the is good not far fro main road and the price is very cool and it is newly build and ti is at adenta
4 bed house for rent at Ashaley Botwe,,Ashaley Botwe,Accra,4,3,100 sqft,Ghana cedis,1400,Elvis Properties ,23 May  8:15 am,House,The location of the house is very nice and the price is reasonable it is newly build houses not far from the Mai road
Executive three bedroom House weija,Scc close to the West Hills Mall,New Weija,Accra,3,2,100 sqm,Ghana cedis,1000,KK Solution Limited ,23 May  6:56 am,House,An executive three bedrooms self compound house for rent at Scc about two minutes drive from the West Hills Mall to the house  it's in a walled gated house pavement compound neatly tiled water flows everyday  nice and secured environment  comes with a big master bedroom fitted kitchen with cabinet and a store room P.O.P ceiling  rent advance is two years price is fixed and is not negotiable agency terms of registration which is ghc50.00 and a 10 % commission of total amount of rent being paid to the landlord is applied to the agency.
Furnished House For Rent  East Legon,American House,East Legon,Accra,4,4,3600 sqft,Ghana cedis,6500,Sage Properties ,22 May  9:20 pm,House,Fully furnished 4 bedroom house for rent at east legon American house. It has a security post. Its going for $1500 per month
3 bedroom house at Tantra hill,Tantral Hills around Champion Divine Clinic,Tantra Hill,Accra,3,2,100 sqm,Ghana cedis,1500,KK Solution Limited ,22 May  9:13 pm,House,An executive brand new three bedrooms self compound house for rent at Achimota Tantra Hills close to champion Divine Clinic  it's in a walled gated house cemented compound neatly tiled water flows almost everyday nice and secured environment  can be use for commercial purposes or residential use cox it's on roadside  has a master bedroom fitted kitchen with cabinet and a store room P.O.P ceiling  rent advance is two years agency terms of registration which is ghc50.00 and a 10 % commission of total amount of rent being paid to the landlord is applied to the agency
3BEDROOM HSE IN CHRISTIAN VILLAGE,,Other,Accra,3,4,70/100 sqm,Ghana cedis,3500,Nabisco Properties VERIFIED,22 May  5:26 pm,House,THREE BEDROOMS EXCLUSIVE  STOREY IN CHRISTIAN  VILLAGE FOR RENT IT COMES WITH THREE BEDROOMS EN SUITE  HALL   KITCHEN  ONE OFFICE WALLED AND GATE  ONE BOYS QUARTERS SELF COMPOUND HOUSE JUST AFTER THE ROADSIDE PLEASE CONTACT THE AGENT NOW  FOR VIEWING.
6 bedroom house at Ajiriganor,Ajriganor,Adjiriganor,Accra,6,7,100X100 sqft,Ghana cedis,13250,Richie VERIFIED,22 May  4:47 pm,House,Executive six bedroom house is renting at adjiriganor east legon.fully furnished standby plant water heater tared road
4 BEDROOM HOUSE AT EAST LEGON,NTHC Estate  East Legon.,East Legon,Accra,4,5,90/100 sqm,Ghana cedis,12500,Alive Properties ,22 May  4:42 pm,House,Newly built and very Executive 4 bedrooms House with boys quarters for rent at East Legon. All rooms are ensuite. Air condition in all rooms including living room  built-in wardrobes  water heaters  shower in all bathrooms. Neatly tiled floors and P.O.P ceiling Well fitted kitchen with neat cabinets  dining area. Paved and spacious compound with big garden. It is newly built and located in a gated community with serene environment. The price is $3000 negotiable. Please call for more information and viewing. Thank you
4 BEDROOM EXEC. HOUSE AT ADJIRINGANOR,Adjiringanor  East Legon.,East Legon,Accra,4,4,90/100 sqm,Ghana cedis,8800,Alive Properties ,22 May  4:24 pm,House,Executive 4 Bedrooms House for rent at Adjiringanor.  All the rooms have washroom. Air condition in all rooms including living room or hall  well fitted kitchen with neat cabinets  dinning area. Neatly porcelain tiled floors and design P.O.P ceiling. Paved and spacious compound with boys quarters. It is self compound and located near the main road. Call for more information.
2 Bedroom  House at East Legon,Ghana Link (East Legon),East Legon,Accra,2,2,100 sqm,Ghana cedis,10500,Properties Portfolio Gh ,22 May  4:22 pm,House,This serene and green picturesque two bedroom residence features a spacious compound with solar panels and a garden that effortlessly captures the beauty of the landscape. Situated at East Legon  the fully furnished house is going up for let and oh I must say I am already envious of the lucky tenant. It is a 10 min drive to and from the Kotoka International Airport with most of the top niche banks and shopping arcades around. This highly sought-after living destination offers residents wonderful amenities that include a well stocked furnished kitchen with 2 fridges  gas cooker  microwave  washing machine  water dispenser  and a blender. Complementing its excellent exterior comes a spacious living room with a walk in dining hall decorated with beautiful artifacts. Rooms have standing ACs and built in wardrobes. The development has an additional boy's quarters  polytank  store room and a standby generator. Indeed  it surely is a ''Home Away From Home. Call us now for viewing.
4 Bedrooms House 4rent  Botwe,ashaley botwe,Ashaley Botwe,Accra,4,3,600 sqft,Ghana cedis,1500,EL Hogar Consult VERIFIED,31 May  2:22 pm,House,A 4 Bedrooms house in Japan motors area very close to the lakeside estate available for rent.  It comes with 3 wash rooms  fitted kitchen cabinets   wardrobes and ceiling fans in all the rooms  big living and dinning area. Big compound with garage and garden with poly tank.  Asking price per month negotiable for 2 years.
furnished 3 bedroom house-EAST LEGON,EAST LEGON,East Legon,Accra,3,3,100 sqft,Ghana cedis,4500,Londies Properties ,12 Jul  3:03 pm,House,AMERICAN HOUSE EAST LEGON LONDIES PROPERTIES GHANA are delighted to present this 3 bedroom 2 bath  to the market. Spacious house  living  close to east legon american house. 3 bedrooms  3 bathrooms  large open living area with refurbished kitchen  set in a private neighbourhood with parking and easy access to legon mall and accra mall This fully furnished accommodation offers contemporary city living in a quiet area close to all the amenities of this fashionable part of town. Also within easy walking distance of the park . The highlights of the property include the 3 spacious double bedrooms  refurbished bathrooms and fully fitted kitchen  recently refurbished with new appliances. Property features •Top  3 bedroom house furnished •3 bathrooms •3 double bedrooms •Offered furnished •Secure Development •Ideal for sharers •Beautifully presented •A few minutes walk to American house •Available to view immediately American house is a charming area on 69  close to ajiringanor and trasacco. East legon offers fashionable retail opportunities  a 24 hour supermarket complex  and has a lively social scene with restaurants and bars to suit all tastes. All transport links to the City and the West End are within easy reach  the nearest station being american house  while the motorists enjoys swift access to the to the legon accra mall road and N1. AVAILABLE VIEWING NOW VISIT LONDIES PROPERTIES GHANA NEAR ACCESS BANK ON THE UPSA SCHOOL RD
FURNISHED 4 BEDROOMS -ashale botwe,ashale botwe,Ashaley Botwe,Accra,4,4,3000 sqm,Ghana cedis,6000,Newmon Creek Limited ,22 May 11:13 am,House,4 bedroom -all en suit     Guest washroom     Tiled inside floors     Fitted kitchen cabinet with gas cooker microwave &fridge     Inbuilt bedroom wardrobe     Slid ding widows     Fitted air conditions in all rooms     Fitted ceiling fans     Flat screen 32 inches television available     Comfortable cushion furniture     Located in a gated community with tarred road networks      Security fence wiring with alarm systems     Community police station business center and lake resort
An Executive 4 Bd House -Trasacco,Trasacco Valley,East Legon,Accra,4,5,100 sqm,Ghana cedis,6000,Red Hot Revival Estate ,13 Jul  9:25 am,House,An executive and a luxurious four bedroom house at trasacco valley which is just 5 minutes drive from American house in east legon is going for rent with all the necessary facillities you need. Facilities includes; constant water supply with a reservoir  fitted kitchen with stove  extractor  refrigerator oven etc. A/C  inbuilt wardrobe water heater ceiling fan  all ensuite. The price is $1500 negotiable.
NEWLY 4 BEDROOM HOUSE IN EAST LEGON,Adjiringanor  East Legon.,East Legon,Accra,4,4,70/100 sqm,Ghana cedis,6400,Alive Properties ,22 May  8:52 am,House,Newly built and executive 4 bedrooms House for rent in East Legon. All the rooms are ensuite. Fully air conditioning It is self compound  It is near the main road. The price is $1500 negotiable. Call for more information.
4 Bedroom Hse To -let spintex,NTHC Estate,Spintex,Accra,4,3,654 sqm,Ghana cedis,1300,RESIDENTIAL CAPITAL PLUS VERIFIED,21 May  4:55 pm,House,Nicely built four bedroom house for rent in Spintex  fitted kitchen  wardrobes  pop ceiling  provision for ac  polytank  large compound  etc
3 bedroom self-contained to rent/to let,,Agona West Municipal,Central,3,2,19/19 sqm,Ghana cedis,450,emmanuel VERIFIED,23 May 12:14 pm,House,Location Pipe tank mallm. tile with sliding glass doors and windows..master bed room toilet and bath.two other room with separate toilet and bath .cabinet nicely done in the kitchen.big space car park.more photos available..call now for inspection.
6 bdrms hse for rent in Spintex,,Spintex,Accra,6,5,100 sqft,Ghana cedis,4200,Amazing Properties ,21 May  2:28 pm,House,Executive 6 bedrooms house for rent in Spintex   • Spacious leaving area • Dinning area • Visitors washroom • Fitted cabinet kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • Floor tiles • Sliding windows with burglar proof • Security doors • Separate meter • Water reservior with pumping machine • Pavement compound • Walled with gate .Has 2 halls .Big compound for that can take about 20 cars  Size:     100 sqft Beds:     6 Baths:     5
3 bdrms hse for rent in Spintex,,Spintex,Accra,3,4,100 sqft,Ghana cedis,1600,Amazing Properties ,21 May  2:10 pm,House,Executive 3 bedrooms house for rent in Spintex Hydrofon area   • Spacious leaving area • Dinning area • Visitors washroom • Fitted cabinet kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • Floor tiles • Sliding windows with burglar proof • Security doors • Separate meter • Water reservior with pumping machine • Pavement compound • Walled with gate  for 2 years advance and 2 months for security deposit and we can pay you back if there is not casualties.  Size:     100 sqft Beds:     3 Baths:     4
4 bdrms hse for rent in Spintex,,Spintex,Accra,4,3,100 sqft,Ghana cedis,2100,Amazing Properties ,21 May  2:07 pm,House,Executive 4 bedrooms house for rent in Spintex Comm 16 Lashibi  • Spacious leaving area • Dinning area • Visitors washroom • Fitted cabinet kitchen • Spacious bedrooms • Each bedroom comes with toilet and bath • Floor tiles • Sliding windows with burglar proof • Security doors • Separate meter • Water reservior with pumping machine • Pavement compound • Walled with gate .Big compound that can take about 20 cars  Price is $500 dollars  Size:     100 sqft Beds:     4 Baths:     3
FURNISHED 4 BEDROOMS TO LET ADJIRIGANNOR,adjirigannor,Adjiriganor,Accra,4,4,3000 sqm,Ghana cedis,11250,Newmon Creek Limited , 6 Jul 11:46 am,House,4 bedrooms -2 bedrooms en suit Guest washroom Ceiling is made of p.o.p Tiled inside floors Master bedroom has a front view balcony Attached 2 bedroom boys quarters Paved compound with lawn areas Fully furnished with beds and furniture Fitted kitchen cabinet with fridge and gas cooker Fitted air conditions in all rooms Constant tap flow Walled and gated with fence wiring alarm systems Quite neighborhood Tarred road network
